title,salary,city,job,publish_date,requirements,responsibilities,schedule,experience,employment,url
Специалист по подбору персонала/Рекрутер,,Алматы,"AIR ASTANA, АО",24-07-2023,"Образование: высшее. Опыт работы в качестве специалиста по подбору персонала – от 2-х лет. Знание языков: Русский – свободно, Английский – Upper...","Осуществлять поиск, проверку и набор кандидатов на различные должности в компании. Определение необходимых для подбора инструментов оценки, исходя из профиля...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83915681
HR менеджер по подбору персонала в сфере общепита,800000 KZT,Астана,LF Group,22-07-2023,"Знание Excel, Microsoft Office, Word и т.п. Умение общаться с людьми, желание искать и находить оптимальные решения, аналитический склад...",Опыт не менее 3 лет ( опыт работы HR в сфере общепита будет преимуществом). Внедрение кейсов. Нацеленность на результат. Активный найм. ,,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83681116
Рекрутер (удаленно),300000 - 350000 KZT,Алматы,Jet Sharing,12-07-2023,"Нужен наиболее дисциплинированный и самостоятельный работник. - Опыт работы обязателен, без опыта не рассматриваем. - Быстрообучаемость и стремление к развитию. - ","Размещение вакансий в различных источниках (подготовка самой вакансии, профиля должности, взаимодействие с руководителями отделов по вакансии). - Проведение телефонных интервью, участие...",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/82819594
Ассистент менеджера по подбору персонала,150000 - 250000 KZT,Шымкент,МК Эксперт,24-07-2023,Коммуникабельность. Желание расти и развиваться в сфере HR.,Проведение личных собеседований. Общение с кандидатами по телефонной связи. Ведение отчётности в таблицах Excel/Google.,,Нет опыта,Полная занятость,https://hh.ru/vacancy/83924462
Recruitment Specialist / Специалист по подбору персонала (Атырау/Астана/Алматы),,Атырау,Стамгазстрой,20-07-2023,Высшее образование. Стаж работы не менее 3 лет. Желательно знание английского языка.,"Проводит регулярный анализ процесса отбора персонала, разрабатывает и подготавливает предложения по оптимизации системы и процесса отбора. Консультирует кандидатов, руководителей нанимаемых...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83728154
Рекрутер,180000 - 200000 KZT,Алматы,12 месяцев,19-07-2023,"Обучаемость. Готовность работать в режиме многозадачности, целеустремленность, коммуникабельность. Нацеленность на результат. Умение работать в команде. Ответственность. Грамотная речь.","Поиск и подбор персонала на открытые вакансии. Оперативное решение всех вопросов в процессе рекрутмента. Предварительный отбор кандидатов по резюме, телефонные...",,Нет опыта,Полная занятость,https://hh.ru/vacancy/83008237
Менеджер по подбору персонала,250000 KZT,Алматы,INVITRO (ТОО ИНВИТРО-Казахстан),12-07-2023,Высшее образование. Опыт работы в аналогичной должности будет преимуществом. Ориентация на результат и умение работать в многозадачном режиме. ,"Активный поиск и подбор персонала (в т.ч. массовый подбор). Проведение собеседований и тестирование кандидатов, оценка профессиональных и личностных качеств...",,Нет опыта,Полная занятость,https://hh.ru/vacancy/83323506
Рекрутер,250000 - 350000 KZT,Алматы,HAIM GROUP (ХАЙМ ГРУПП),22-07-2023,"Опыт в рекрутинге от трех месяцев обязателен. Необходимо совершать от 60 звонков в день. Грамотно поставленная речь (русский - обязателен, казахский...",Активный поиск и отбор кандидатов на массовые позиции. Формирование базы данных. Проведение первичного телефонного интервью. Ведение ежедневной отчетности.,,Нет опыта,Полная занятость,https://hh.ru/vacancy/83668200
Рекрутер,350000 - 600000 KZT,Астана,EASYCOMPANY.KZ,28-06-2023,"В СВОЕЙ КОМАНДЕ МЫ ХОТИМ ВИДЕТЬ ЧЕЛОВЕКА: -Амбициозного, с жгучим желанием построить что-то крутое и масштабное. -С опытом и...",,,Нет опыта,Полная занятость,https://hh.ru/vacancy/82611268
Специалист по подбору персонала,200000 - 500000 KZT,Уральск,Workle Pro,25-06-2023,"Приветствуется опыт работы в подборе персонала. Опыт массового подбора будет являться преимуществом. Хорошие коммуникативные навыки, грамотная речь. Ответственность, доброжелательность.",Массовый подбор линейного персонала (водители такси). Организация потока кандидатов. Рассказ кандидату об условиях вакансии. Ведение учета кандидатов – внесение в базу...,,Нет опыта,Частичная занятость,https://hh.ru/vacancy/82371234
Специалист по подбору персонала,200000 - 500000 KZT,Павлодар,Workle Pro,25-06-2023,"Приветствуется опыт работы в подборе персонала. Опыт массового подбора будет являться преимуществом. Хорошие коммуникативные навыки, грамотная речь. Ответственность, доброжелательность.",Массовый подбор линейного персонала (водители такси). Организация потока кандидатов. Рассказ кандидату об условиях вакансии. Ведение учета кандидатов – внесение в базу...,,Нет опыта,Частичная занятость,https://hh.ru/vacancy/82371118
Специалист по подбору персонала,200000 - 500000 KZT,Атырау,Workle Pro,25-06-2023,"Приветствуется опыт работы в подборе персонала. Опыт массового подбора будет являться преимуществом. Хорошие коммуникативные навыки, грамотная речь. Ответственность, доброжелательность.",Массовый подбор линейного персонала (водители такси). Организация потока кандидатов. Рассказ кандидату об условиях вакансии. Ведение учета кандидатов – внесение в базу...,,Нет опыта,Частичная занятость,https://hh.ru/vacancy/82371117
HR Intern (Recruitment and HR Compliance),,Алматы,PricewaterhouseCoopers,20-07-2023,"High education. Previous work experience in Human Resource area is an advantage. Excellent communication and organizational skills. Team player, result...",Participation in all external and internal recruitment events. Collaboration with the universities. Initiating and monitoring the advertising process. ,,Нет опыта,Полная занятость,https://hh.ru/vacancy/83736179
HR bp/Рекрутер (удаленная работа),150000 - 350000 KZT,Алматы,Online medics,06-07-2023,Знать казахский и русский язык на уровне носителя. Быть опытным пользователем ПО и онлайн-ресурсов. Обладать опытом работы от 1...,"Поиск сотрудников и мед.персонала во всех уголках страны. Проведение собеседовании, найм. Оформление медиков в партнеры компании. Контроль активности в работе. ",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83077823
HR-менеджер / Специалист по подбору персонала,450000 - 600000 KZT,Шымкент,Агротоп,21-07-2023,"Энергичный человек, который умеет доводить дела до конца. Опытный HR, который работал в этой сфере не менее 5 лет. ",Разработка и реализация HR стратегии компании соответствующий бизнес-целям компании. Организация и проведение процесса подбора персонала. Разработка и внедрение системы...,,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83614587
Специалист по подбору персонала /Рекрутер в удаленном формате,300000 - 600000 KZT,Алматы,TMT INC,21-07-2023,,,,Нет опыта,Частичная занятость,https://hh.ru/vacancy/82552928
Специалист по подбору персонала,200000 - 500000 KZT,Тараз,Workle Pro,25-06-2023,"Приветствуется опыт работы в подборе персонала. Опыт массового подбора будет являться преимуществом. Хорошие коммуникативные навыки, грамотная речь. Ответственность, доброжелательность.",Массовый подбор линейного персонала (водители такси). Организация потока кандидатов. Рассказ кандидату об условиях вакансии. Ведение учета кандидатов – внесение в базу...,,Нет опыта,Частичная занятость,https://hh.ru/vacancy/82371113
Рекрутер,,Алматы,"РТС Деко, АО",18-07-2023,"Знание основных источников поиска и подбора персонала. Уверенный пользователь ПК. Английский будет плюсом. Грамотная речь, высокая обучаемость, внимательность, энергичность, инициативность...","Активный поиск и отбор кандидатов на различные позиции. Формирование базы данных кандидатов. Проведение телефонного/очного интервью,тестирование кандидатов. ",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83222198
Recruitment Specialist / Специалист по подбору персонала (Атырау/Астана/Алматы),,Астана,Стамгазстрой,20-07-2023,Высшее образование. Стаж работы не менее 3 лет. Желательно знание английского языка.,"Проводит регулярный анализ процесса отбора персонала, разрабатывает и подготавливает предложения по оптимизации системы и процесса отбора. Консультирует кандидатов, руководителей нанимаемых...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83728152
Рекрутер / Специалист по подбору персонала на массовый подбор (удаленно),150000 - 400000 KZT,Алматы,Кайф Групп,17-07-2023,"Опыт работы в подборе персонала или в общении с клиентами - будет преимуществом.  Инициативность, знания, как расставлять приоритеты.  Устная грамотная речь.  ","Заниматься поиском персонала для отделов по работе с клиентами. ️ Проводить телефонные и видео интервью, оценивать кандидата. ️ Сопровождать кандидата до момента...",,Нет опыта,Полная занятость,https://hh.ru/vacancy/83550871
Специалист по подбору персонала,200000 - 500000 KZT,Астана,Workle Pro,25-06-2023,"Приветствуется опыт работы в подборе персонала. Опыт массового подбора будет являться преимуществом. Хорошие коммуникативные навыки, грамотная речь. Ответственность, доброжелательность.",Массовый подбор линейного персонала (водители такси). Организация потока кандидатов. Рассказ кандидату об условиях вакансии. Ведение учета кандидатов – внесение в базу...,,Нет опыта,Частичная занятость,https://hh.ru/vacancy/82371233
Специалист по подбору персонала,200000 - 500000 KZT,Семей,Workle Pro,25-06-2023,"Приветствуется опыт работы в подборе персонала. Опыт массового подбора будет являться преимуществом. Хорошие коммуникативные навыки, грамотная речь. Ответственность, доброжелательность.",Массовый подбор линейного персонала (водители такси). Организация потока кандидатов. Рассказ кандидату об условиях вакансии. Ведение учета кандидатов – внесение в базу...,,Нет опыта,Частичная занятость,https://hh.ru/vacancy/82371112
Рекрутер,220000 KZT,Караганда,Flip.kz,24-07-2023,"Опыт работы в рекрутинге не менее 1 года. Понимание сути должности и процесса описания вакансии. Знание каналов поиска, их эффективности...","Размещение/постинг вакансий на различных ресурсах. Активный поиск, отбор и оценка кандидатов. Ведение переговоров с кандидатами, проведение собеседований. ",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83694403
Рекрутер,150000 - 500000 KZT,Алматы,Нурали Анель,05-07-2023,"Какие задачи ты будешь выполнять? Из опыта работы ты уже знаешь, что не бывает идеальных соискателей, как и идеальных работодателей...","Качественный подбор сотрудников. Написание текста вакансии. Сопровождение кандидата до подписания договора. Анализ рынка, составление портрета кандидата. Проведение телефонных интервью и...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83031017
Специалист по подбору персонала,,Алматы,"Beeline, ТМ",19-07-2023,"Опыт работы в подборе, успешное ведение процесса подбора персонала. Знание различных инструментов и методов отбора персонала. Понимание основ трудового законодательства. ","Контроль соблюдения процесса подбора . Организация и оптимизация процессов набора, отбора и найма персонала в Компанию. Подбор и закрытие массовых позиций. ",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83692335
Рекрутер / Специалист по подбору персонала,300000 KZT,Алматы,"AROUND, Группа компаний",06-07-2023,"Опыт работы в сфере подбора персонала от 1 года (преимуществом будет опыт работы на табачных проектах Glo, Iqos). ",Подготовка и размещение вакансий на всевозможных ресурсах. Активный поиск кандидатов (большая часть промо персонал) через job сайты и соцсети. ,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83114750
Рекрутер,300000 - 300000 KZT,Алматы,Сулейменова Лейла,20-07-2023,Опыт работы менеджером по подбору персонала от 1 года и более.,Поиск и подбор персонала. Проведение собеседований. Закрытие вакансий (6 шт).,,От 1 года до 3 лет,Проектная работа,https://hh.ru/vacancy/83756074
Рекрутер/HR-менеджер,350000 - 500000 KZT,Алматы,Coco wear,23-07-2023,"Активная жизненная позиция, нацеленность на результат, лидерские качества, отличные организаторские способности, инициативность, целеустремленность. Опыт работы на аналогичной должности не менее...",Быть помощником первого руководителя. Поиск и привлечение кандидатов на открытую вакансию. Проводить 3-х этапное интервью. Нанимать только ПРОДУКТИВНЫХ сотрудников. ,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83726230
IT Рекрутер,300000 - 400000 KZT,Алматы,Neocode,23-07-2023,Вы имеете опыт подбора в IT рекрутинге от 6 месяцев. Обладаете знаниями и навыками оценки soft skills. Умеете вести переговоры...,Активное закрытие открытых вакансий. Общение с внутренними заказчиками. Разрабатывать и внедрять эффективные стратегии поиска для привлечения квалифицированных ИТ-специалистов по...,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83523279
HR - менеджер (рекрутер),250000 KZT,Астана,Казпром Серт,24-07-2023,"Развитые организационные способности, навыки организации корпоративных мероприятий и тимбилдингов. Грамотная письменная и устная речь (желательно знание казахского и русского языков). ","Разрабатывает индивидуальный план мероприятий по вводу нового сотрудника. Осуществляет мероприятие по введению сотрудника в организацию. Координирует мероприятия, связанные с ведением...",,Более 6 лет,Полная занятость,https://hh.ru/vacancy/83913640
Рекрутер/Менеджер по подбору персонала,300000 - 300000 KZT,Алматы,OTVET.KZ,23-07-2023,"Профессиональный и психологический отбор людей из числа желающих. Умение слышать, проявлять эмпатию. Ориентация на качество и результат. Требования: Опыт в...",Создание портрета идеального соискателя. Поиск кандидата на рынке труда и в других компаниях.,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83904254
Специалист по подбору персонала,200000 - 500000 KZT,Актобе,Workle Pro,25-06-2023,"Приветствуется опыт работы в подборе персонала. Опыт массового подбора будет являться преимуществом. Хорошие коммуникативные навыки, грамотная речь. Ответственность, доброжелательность.",Массовый подбор линейного персонала (водители такси). Организация потока кандидатов. Рассказ кандидату об условиях вакансии. Ведение учета кандидатов – внесение в базу...,,Нет опыта,Частичная занятость,https://hh.ru/vacancy/82371296
Cпециалист по подбору персонала в Kaspi Allo,,Алматы,Kaspi.kz,04-07-2023,"Высшее, средне-специальное образование. Грамотная устная и письменная речь. Уверенный пользователь MS Office. Желание работать и развиваться в сфере рекрутинга. ",Качественный и оперативный поиск и подбор кандидатов (массовый подбор). Размещение вакансии в различных источниках. Ежедневная работа с базой данных резюме. ,,Нет опыта,Полная занятость,https://hh.ru/vacancy/82946779
Рекрутер (Менеджер по подбору персонала),,Алматы,Парфюмерно-косметический супермаркет Золотое Яблоко,24-07-2023,"Нужен опыт в массовом подборе, мы с удовольствием используем твои лучшие «фишки». Важно, чтобы ты обладал(а) гибким мышлением, упорством...","Активный поиск и привлечение кандидатов на открытые вакансии в нашей компании. Проведение телефонных и видео-интервью, а также очных групповых...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83914571
Специалист по подбору персонала,200000 - 500000 KZT,Усть-Каменогорск,Workle Pro,25-06-2023,"Приветствуется опыт работы в подборе персонала. Опыт массового подбора будет являться преимуществом. Хорошие коммуникативные навыки, грамотная речь. Ответственность, доброжелательность.",Массовый подбор линейного персонала (водители такси). Организация потока кандидатов. Рассказ кандидату об условиях вакансии. Ведение учета кандидатов – внесение в базу...,,Нет опыта,Частичная занятость,https://hh.ru/vacancy/82371283
Специалист по подбору персонала,200000 - 500000 KZT,Караганда,Workle Pro,25-06-2023,"Приветствуется опыт работы в подборе персонала. Опыт массового подбора будет являться преимуществом. Хорошие коммуникативные навыки, грамотная речь. Ответственность, доброжелательность.",Массовый подбор линейного персонала (водители такси). Организация потока кандидатов. Рассказ кандидату об условиях вакансии. Ведение учета кандидатов – внесение в базу...,,Нет опыта,Частичная занятость,https://hh.ru/vacancy/82371290
Руководитель отдела рекрутинга,,Алматы,Компания ЭВРИКА,29-06-2023,"Требования к опыту и навыкам: Опыт работы в рекрутинге от 3 лет, управленческий опыт от 1 года. Готовность к командировкам. ","Обеспечение процессов подбора, адаптации и удержания персонала в соответствии со стратегическим и операционным планами компании. Управление командой рекрутеров. ",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/81318889
Рекрутер,300000 - 600000 KZT,Астана,Lloyds group,23-07-2023,Грамотная речь. Опыт на данной или похожей должности от 1 года. Стрессоустойчивость. Внимательность в работе и к собеседнику. Расширенный кругозор.,"Разработка стратегии поиска новых сотрудников. Грамотное создание профиля должности, описание вакансии. Проведение телефонного и личного интервью. Набор качественного персонала (массовый...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83884820
Начинающий HR-менеджер/рекрутер,500000 - 700000 KZT,Шымкент,Мега арт-двери (ИП «Пон В.В.»),17-07-2023,Нанимать качественный линейный персонал (сильные продавцы с опытом работы в продажах). Наличие ресурсов для качественного выполнения задач.,Готовы щепетильно вести отчетность по своей деятельности.,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83581744
Специалист по подбору персонала,200000 - 500000 KZT,Астана,Workle Pro,22-07-2023,"Приветствуется опыт работы в подборе персонала. Опыт массового подбора будет являться преимуществом. Хорошие коммуникативные навыки, грамотная речь. Ответственность, доброжелательность.",Массовый подбор линейного персонала (водители такси). Организация потока кандидатов. Рассказ кандидату об условиях вакансии. Ведение учета кандидатов – внесение в базу...,,Нет опыта,Частичная занятость,https://hh.ru/vacancy/83694008
Менеджер по подбору персонала,140000 KZT,Рудный,ЭТАЖИ ИП Привальцев А.А.,24-07-2023,"Образование: высшее, средне-специальное. Высокий уровень коммуникативных навыков. Обучаемость. ПК: на уровне продвинутого пользователя MS Office.","Формирование профиля вакансии (размещение вакансий, мониторинг з/п). Проведение собеседований (интервью по компетенциям, кейсы, проективные вопросы, групповые собеседования). ",,Нет опыта,Полная занятость,https://hh.ru/vacancy/83585476
Младший специалист по подбору персонала (удаленно),40000 RUR,Алматы,Яндекс Команда для бизнеса,17-07-2023,"Опыт работы в подборе персонала или в общении с клиентами - будет преимуществом. Инициативность, знания, как расставлять приоритеты. Устная грамотная речь. ","Заниматься поиском персонала для своего подразделения. Проводить телефонные интервью, оценивать кандидата. Сопровождать кандидата до момента оформления. Приглашать на собеседования с...",,Нет опыта,Полная занятость,https://hh.ru/vacancy/83524157
Специалист по подбору персонала и кадровому делопроизводству,250000 KZT,Актау,PETROTAS,01-07-2023,"Опыт работы: в подборе персонала и ведения кадрового делопроизводства от 3 лет. Требования к кандидатам: -Высшее образование (юридическое, экономическое, психологическое...",своевременное и грамотное ведение кадрового делопроизводства. -эффективное закрытие вакансии в короткие сроки и по требуемым компетенциям.,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/82869367
Рекрутер / Менеджер по подбору персонала / HR менеджер,200000 - 400000 KZT,Алматы,Enter Industry,12-07-2023,,"закрытие вакансий по воронке рекрутинга. - создание профилей должности, вакансий, структурированных интервью. - работа с сайтами поиска сотрудников. - создание и ведение фермы...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83333045
Рекрутер,180000 - 200000 KZT,Тараз,K A A N,21-07-2023,"Знать Трудовое законодательство. Составление и оформление документации по кадрам. Способность развивать и строить отношения, менталитет охотника, умение мыслить глобально, умение...","Осуществляет активный поиск на подбор персонала, психологический и профессиональный отбор людей из числа желающих устроиться на работу и.т.д. ",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83814008
Рекрутер / hr менеджер,200000 - 350000 KZT,Алматы,"Level UP education, ТМ",10-07-2023,"Опыт работы в качестве HR, рекрутинга от 1-года. Желательно: высшее образование. Способность смотреть на задачу комплексно. Стратегическое мышление, понимание...","Проводить первичное собеседование, тестирование, интервью и беседы с кандидатами на должность. Отбор, набор и адаптация персонала. Участие в разработке и...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83194187
Специалист по подбору персонала (рекрутер),350000 KZT,Астана,BeFit AST,23-07-2023,"В СВОЕЙ КОМАНДЕ МЫ ХОТИМ ВИДЕТЬ ЧЕЛОВЕКА: Амбициозного, с жгучим желанием построить крутую и масштабную компанию. С хорошим опытом в...","В целом мы уходим от формата ""просто студии"" к формату закрытого клуба, в котором без преувеличения меняются жизни людей! ",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83891848
IT рекрутер,,Астана,TargetAI Limited,13-07-2023,"Что точно нужно уметь и понимать, чтобы мы договорились: Хорошо говорить и уметь убеждать (например, опыт в ИТ подборе, продажах...","Основное: помогать мне с поиском и отбором кандидатов на сложные вакансии (Технические, тим и техлиды, редкие специалисты по ИТ направлениям...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83391249
Менеджер по подбору персонала,,Алматы,Inkar,12-07-2023,"Опыт работы в подборе персонала. - Высшее/средне – специальное образование. - Умение работать с большим объёмом информации. - Высокий уровень коммуникативных навыков, грамотная...",Поиск и привлечение кандидатов на открытые вакансии. - Проведение интервью. - Предоставление обратной связи кандидатам на всех этапах работы над вакансией. - ,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83313466
Специалист по подбору персонала,350000 - 400000 KZT,Алматы,Коллекторское агентство Национальная служба взыскания,15-07-2023,"ОГРОМНОЕ желание развиваться в сфере HR менеджмента. -Умение работать в команде. -Высокий уровень коммуникабельности и самоорганизованности, ответственность, ориентация на результат. -","Своевременное закрытие вакансий. Полная адаптация новых сотрудников. Размещение вакансий на сайтах по подбору персонала, в социальных сетях, в профильных форумах...",,Нет опыта,Полная занятость,https://hh.ru/vacancy/71322365
Рекрутер,,Алматы,Apple City Corps,22-07-2023,Знание ПК на уровне уверенного пользователя.,Осуществление процесса подбора кандидатов на открытые вакансии компании. Взаимодействие с руководителями департаментов. Проведение интервью с кандидатами. Оценка и анализ качеств...,,Нет опыта,Полная занятость,https://hh.ru/vacancy/82772457
Рекрутер в Додо Пиццу,200000 KZT,Шымкент,La Tomatina,20-07-2023,ОТ ВАС: - опыт работы от года и выше в производственных компаниях. - умение работать в массовом наборе. - стрессоустойчивость. - коммуникабельность.,,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83726772
Рекрутер / HR-менеджер,300000 - 500000 KZT,Алматы,today.travel UK,23-07-2023,"Мы одно из главных турагентств Казахстана, которое задает тренды! 7 лет на рынке, 50 человек в команде и 60 бесплатных...",,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83260108
Рекрутер (удаленная работа),,Астана,АДмастерс,13-07-2023,,,,От 1 года до 3 лет,Проектная работа,https://hh.ru/vacancy/83380325
Менеджер по подбору персонала,200000 - 350000 KZT,Павлодар,Рубиком,12-07-2023,"Среднее специальное/высшее образование, преимущественно Психология/Менеджмент/Экономика. Отличное знание ПК Word, Excel. Опыт работы от 1 года по подбору...","Отработка заявок на подбор персонала. Размещение новых вакансий на сайтах. Поиск резюме кандидатов по заявкам на сайтах OLX, енбек, кнопка...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83309278
Рекрутер,,Алматы,ШНАЙДЕР ГРУП,23-07-2023,Опыт работы в области рекрутинга от 2 лет. Знание современных методов и инструментов рекрутинга. Отличные навыки коммуникации и убеждающей речи. ,"Организация и проведение полного цикла процесса подбора персонала, включая размещение вакансий, скрининг резюме, проведение интервью и принятие решений о приеме...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83512835
Специалист по рекрутингу,250000 KZT,Алматы,RecCom,12-07-2023,"Высшее образование. Опыт работы с клиентами. Грамотная устная и письменная речь. Опытный пользователь ПК (Word, Excel, Power Point, Интернет). ",Изучение и работа по инструментам рекрутинга. Изучение информации о компаниях-клиентах. Изучение и обсуждение активных вакансий. Разбор стратегий поиска. ,,Нет опыта,Полная занятость,https://hh.ru/vacancy/83335233
Рекрутер,180000 - 180000 KZT,Караганда,СenterСontact.kz,11-07-2023,"Сделать так, чтобы у кандидата осталось полное понимание о целях и задачах предприятия, и по заработной плате. Иметь личное обаяние...","Активный поиск и отбор кандидатов в соответствии требованиям компании. Проводить телефонные интервью, а также консультировать кандидатов в социальных сетях. ",,Нет опыта,Полная занятость,https://hh.ru/vacancy/83273587
Менеджер по подбору персонала (Рекрутер),200000 - 400000 KZT,Астана,Центр образовательных услуг Білім,13-07-2023,"От успешного кандидата мы ожидаем: Опыт работы рекрутером будет преимуществом, также готовы рассмотреть соискателей с опытом работы: менеджер по продажам...","Поиск требуемых кандидатов. Индивидуальный и массовый подбор персонала. Активный поиск, обработка откликов, телефонные, личные и телефонные интервью(собеседования). ",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83373164
Рекрутер,200000 - 250000 KZT,Костанай,KazInvestStroy,18-07-2023,"Коммуникабельным, стрессоустойчивым, сообразительным, дружелюбным и уметь подстраиваться к тенденциям рынка.",Подбор персонала.,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83586708
Менеджер по персоналу (рекрутер),180000 - 280000 KZT,Усть-Каменогорск,UniGroup Юг,16-07-2023,Ответственность. Коммуникабельность. Стрессоустойчивость. Умение искать персонал на различных платформах.,"Размещение информации о вакансиях в открытых источниках (сайт ХХ, соц. сети). Проведение собеседований с кандидатами. Направление кандидатов на работу и...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83483776
Менеджер по работе со студентами / Ассистент в отдел монетизации / HR рекрутер,150000 - 150000 KZT,Алматы,The flow,23-07-2023,"Владеешь навыками работы в Google таблицы. Ты мастер по структурированию информации. Ты легко находишь общий язык с незнакомыми людьми, тебе...","Съемка Зум Коллов. Фиксация результата монетизированных студентов. Сбор интересных вакансий через разные каналы, телеграм обращения из чатов, инстаграм страница, прямое...",,Нет опыта,Полная занятость,https://hh.ru/vacancy/82449948
